EDB;Year;Asset category;Asset class;Units;Quantity end;over_age;Average age;Grade 1;Grade 2;Five-year replacement;Grade unknown (proportion);Year unknown;Over ODV life;"ODV lives
value"
The Power Company;2017;Subtransmission lines;Subtransmission OH up to 66kV conductor;km;903,5656;104,7801;35,18713;0;0,05;0,05;0,2;37,54566;3;60
The Power Company;2017;Zone substation switchgear;22/33kV CB (Indoor);No.;20;0;8,75;0;0;0;0;0;3;45
The Power Company;2017;Zone substation switchgear;22/33kV CB (Outdoor);No.;33;2,8;19,27273;0;0,05;0,05;0;0;3;40
The Power Company;2017;Zone substation switchgear;3.3/6.6/11/22kV CB (ground mounted);No.;148;8,9;15,12162;0;0,07;0,07;0;0;3;35
The Power Company;2017;Zone substation switchgear;3.3/6.6/11/22kV CB (pole mounted);No.;52;2,1;18,36539;0;0;0,1;0;0;3;35
The Power Company;2017;Zone substation switchgear;33kV RMU;No.;0;0;;0;0;0;0;0;;40
The Power Company;2017;Zone substation switchgear;33kV Switch (Ground Mounted);No.;8;0;2;0;0;0;0;0;;35
The Power Company;2017;Zone substation switchgear;33kV Switch (Pole Mounted);No.;284;61,3;23,68478;0;0,02;0,02;0;8;3,06;35
The Power Company;2017;Zone substation switchgear;50/66/110kV CB (Indoor);No.;0;0;;0;0;0;0;0;;35
The Power Company;2017;Zone substation switchgear;50/66/110kV CB (Outdoor);No.;50;0,8;13,4;0;0,02;0,02;0;0;3,06;40
The Power Company;2017;Zone substation transformers;Zone Substation Transformers;No.;63;13,2;21,47619;0;0,08;0,1;0;0;2,94;40
Top Energy;2017;Distribution cables;Distribution Submarine Cable;km;2,8411;0;25,94489;0;0;0;0;0;3,1667;70
Top Energy;2017;Distribution cables;Distribution UG PILC;km;32,0494;0;22,47494;0;0;0;0;0;3,038793;70
Top Energy;2017;Distribution cables;Distribution UG XLPE or PVC;km;161,7807;0,33162;12,20278;0;0;0;0;0;3,221665;45
Top Energy;2017;Distribution lines;Distribution OH Aerial Cable Conductor;km;0;0;;0;0;0;0;0;;60
Top Energy;2017;Distribution lines;Distribution OH Open Wire Conductor;km;2127,134;148,9012;35,7591;0,02627271;0,01849783;0;0;0;2,9732;60
Top Energy;2017;Distribution lines;SWER conductor;km;451,1358;144,9737;46,38066;0,18088274;0,11528721;0;0;0;2,554536;60
Top Energy;2017;Distribution poles;Concrete poles / steel structure;No.;34810;655,4;31,91135;0,00988986;0,00395018;0,015;0;0;3,050776;60
Top Energy;2017;Distribution poles;Other pole types;No.;4;0;2,75;0;0;0;0;0;4;60
Top Energy;2017;Distribution poles;Wood poles;No.;1644;639,5;37,73297;0,01403706;0,13587872;0,15;0;0;2,891073;45
Top Energy;2017;Distribution substations;Ground Mounted Substation Housing;No.;29;;29,17241;0;0;0;0;0;3;
Top Energy;2017;Distribution switchgear;3.3/6.6/11/22kV CB (Indoor);No.;0;0;;0;0;0;0;0;;45
Top Energy;2017;Distribution switchgear;3.3/6.6/11/22kV CB (pole mounted) - reclosers and sectionalisers;No.;355;18,2;10,9662;0,075;0,00277778;0,075;0;0;3,033333;40
Top Energy;2017;Distribution switchgear;3.3/6.6/11/22kV RMU;No.;181;1,8;10,65193;0;0,0031348;0,01;0;0;3,30721;40
Top Energy;2017;Distribution switchgear;3.3/6.6/11/22kV Switch (ground mounted) - except RMU;No.;14;0;14;0;0;0;0;0;;35
Top Energy;2017;Distribution switchgear;3.3/6.6/11/22kV Switches and fuses (pole mounted);No.;1288;376,1;21,71428;0,10319523;0,06176426;0;0;0;2,91087;35
Top Energy;2017;Distribution transformers;Ground Mounted Transformer;No.;834;15,4;14,63309;0,00480769;0,00600962;0;0;0;3,13101;45
Top Energy;2017;Distribution transformers;Pole Mounted Transformer;No.;5166;618,2;21,71642;0,08191925;0,03003706;0;0;0;2,954359;45
Top Energy;2017;Distribution transformers;Voltage regulators;No.;15;0;7,933333;0;0;0;0;0;3,444444;45
Top Energy;2017;LV cables;LV UG Cable;km;652,2439;0;24,27074;0,01331275;0,05376552;0;0;0;2,956782;70
Top Energy;2017;LV lines;LV OH Conductor;km;222,309;10,887;35,74675;0,01966301;0,02434337;0;0;0;2,954057;60
Top Energy;2017;Subtransmission cables;Subtransmission UG 110kV+ (Gas Pressurised);km;0;0;;0;0;0;0;0;;70
Top Energy;2017;Subtransmission cables;Subtransmission UG 110kV+ (Oil pressurised);km;0;0;;0;0;0;0;0;;70
Top Energy;2017;Subtransmission cables;Subtransmission UG 110kV+ (PILC);km;0;0;;0;0;0;0;0;;70
Top Energy;2017;Subtransmission cables;Subtransmission UG 110kV+ (XLPE);km;0;0;;0;0;0;0;0;;45
Top Energy;2017;Subtransmission cables;Subtransmission UG up to 66kV (Gas pressurised);km;0;0;;0;0;0;0;0;;70
Top Energy;2017;Subtransmission cables;Subtransmission UG up to 66kV (Oil pressurised);km;0;0;;0;0;0;0;0;;70
Top Energy;2017;Subtransmission cables;Subtransmission UG up to 66kV (PILC);km;0;0;;0;0;0;0;0;;70
Top Energy;2017;Subtransmission cables;Subtransmission UG up to 66kV (XLPE);km;19,8621;0;3,817409;0;0;0;0;0;3,9728;45
Top Energy;2017;Subtransmission cables;Subtransmission submarine cable;km;0;0;;0;0;0;0;0;;70
Top Energy;2017;Subtransmission lines;Subtransmission OH 110kV+ conductor;km;55,89;0;32,00001;0;0;0;0;0;3;60
Top Energy;2017;Subtransmission lines;Subtransmission OH up to 66kV conductor;km;300,7544;4,23568;30,41223;0;0;0;0;0;3,101121;60
Top Energy;2017;Zone substation switchgear;22/33kV CB (Indoor);No.;39;0;2,948718;0;0;0;0;0;3,944444;45
Top Energy;2017;Zone substation switchgear;22/33kV CB (Outdoor);No.;43;2,8;15,32558;0;0,05263158;0,05;0;0;3,701754;40
Top Energy;2017;Zone substation switchgear;3.3/6.6/11/22kV CB (ground mounted);No.;96;32,2;24,10417;0,13114754;0;0,15;0;0;2,918033;35
Top Energy;2017;Zone substation switchgear;3.3/6.6/11/22kV CB (pole mounted);No.;0;0;;0;0;0,45;0;0;3,333333;35
Top Energy;2017;Zone substation switchgear;33kV RMU;No.;0;0;;0;0;0;0;0;;40
Top Energy;2017;Zone substation switchgear;33kV Switch (Ground Mounted);No.;0;0;;0;0;0;0;0;;35
Top Energy;2017;Zone substation switchgear;33kV Switch (Pole Mounted);No.;179;26,6;13,27933;0,08461538;0,24615385;0,33;0;0;2,892308;35
Top Energy;2017;Zone substation switchgear;50/66/110kV CB (Indoor);No.;0;0;;0;0;0;0;0;;35
Top Energy;2017;Zone substation switchgear;50/66/110kV CB (Outdoor);No.;7;2;27;0;0,1;0,1;0;0;3,2;40
Top Energy;2017;Zone substation transformers;Zone Substation Transformers;No.;24;11;34,25;0;0,375;0;0;0;2,833333;40
Unison Networks;2017;Distribution cables;Distribution Submarine Cable;km;0;0;;0;0;0;0;0;;70
Unison Networks;2017;Distribution cables;Distribution UG PILC;km;298,0252;5,203724;27,27134;0,018;0,002;0,02;0;0,191196;3,852;70
Unison Networks;2017;Distribution cables;Distribution UG XLPE or PVC;km;499,502;17,0384;18,29576;0,0164;0,0297;0,02;0;0,001659;3,5805;45
Unison Networks;2017;Distribution lines;Distribution OH Aerial Cable Conductor;km;10,05021;0,1542704;41,27944;0;0;0;0;0;4;60
Unison Networks;2017;Distribution lines;Distribution OH Open Wire Conductor;km;3776,304;293,4705;35,71272;0;0,002;0,01;0;4,42321;3,728;60
Unison Networks;2017;Distribution lines;SWER conductor;km;114,7684;0,8869448;44,26941;0;0,01;0,04;0;0;3,54;60
Unison Networks;2017;Distribution poles;Concrete poles / steel structure;No.;37009;118,4;24,72935;0;0,003;0;0;2;3,637;60
Unison Networks;2017;Distribution poles;Other pole types;No.;6;0;6;0;0;0;0;0;4;60
Unison Networks;2017;Distribution poles;Wood poles;No.;27976;9417,9;35,6494;0,02;0,2;0,06;0;21;2,94;45
Unison Networks;2017;Distribution substations;Ground Mounted Substation Housing;No.;112;;34,49107;0;0,2;0;0;0;3,3;
Unison Networks;2017;Distribution switchgear;3.3/6.6/11/22kV CB (Indoor);No.;8;0,6;33,25;0;0;0;0;0;;45
Unison Networks;2017;Distribution switchgear;3.3/6.6/11/22kV CB (pole mounted) - reclosers and sectionalisers;No.;287;44;13,86063;0,01;0,1;0;0;0;3,48;40
Unison Networks;2017;Distribution switchgear;3.3/6.6/11/22kV RMU;No.;998;14,4;12,96593;0,01;0,03;0,05;0;0;3,75;40
Unison Networks;2017;Distribution switchgear;3.3/6.6/11/22kV Switch (ground mounted) - except RMU;No.;360;28,1;16,96944;0;0;0;0;0;;35
Unison Networks;2017;Distribution switchgear;3.3/6.6/11/22kV Switches and fuses (pole mounted);No.;10674;4077,7;29,03744;0,01;0,03;0,05;0;204;3,56;35
Unison Networks;2017;Distribution transformers;Ground Mounted Transformer;No.;2898;224,6;21,50104;0,01;0,02;0,01;0;0;3,69;45
Unison Networks;2017;Distribution transformers;Pole Mounted Transformer;No.;6802;633,7;22,48148;0,01;0,03;0,01;0;0;3,51;45
Unison Networks;2017;Distribution transformers;Voltage regulators;No.;37;1,5;13,32432;0;0;0;0;0;3,8;45
Unison Networks;2017;LV cables;LV UG Cable;km;2742,805;0,641911;30,36546;0,0006;0,0001;0,01;0;4,310305;3,8929;70
Unison Networks;2017;LV lines;LV OH Conductor;km;1242,061;17,60043;35,40492;0,002;0,0065;0,01;0;0,112334;3,7895;60
Unison Networks;2017;Subtransmission cables;Subtransmission UG 110kV+ (Gas Pressurised);km;0;0;;0;0;0;0;0;;70
Unison Networks;2017;Subtransmission cables;Subtransmission UG 110kV+ (Oil pressurised);km;0;0;;0;0;0;0;0;;70
Unison Networks;2017;Subtransmission cables;Subtransmission UG 110kV+ (PILC);km;0;0;;0;0;0;0;0;;70
Unison Networks;2017;Subtransmission cables;Subtransmission UG 110kV+ (XLPE);km;0;0;;0;0;0;0;0;;45
Unison Networks;2017;Subtransmission cables;Subtransmission UG up to 66kV (Gas pressurised);km;0;0;;0;0;0;0;0;;70
Unison Networks;2017;Subtransmission cables;Subtransmission UG up to 66kV (Oil pressurised);km;0;0;;0;0;0;0;0;;70
Unison Networks;2017;Subtransmission cables;Subtransmission UG up to 66kV (PILC);km;7,657661;0;38,85919;0;0;0;0;0;4;70
Unison Networks;2017;Subtransmission cables;Subtransmission UG up to 66kV (XLPE);km;64,73003;0,478741;10,86366;0;0;0;0;0;3,9119;45
Unison Networks;2017;Subtransmission cables;Subtransmission submarine cable;km;0;0;;0;0;0;0;0;;70
Unison Networks;2017;Subtransmission lines;Subtransmission OH 110kV+ conductor;km;0;0;;0;0;0;0;0;;60
Unison Networks;2017;Subtransmission lines;Subtransmission OH up to 66kV conductor;km;425,9627;20,639;39,77895;0;0;0;0;4,257274;3,02;60
Unison Networks;2017;Zone substation switchgear;22/33kV CB (Indoor);No.;49;0;9,306123;0;0;0;0;0;3,762;45
Unison Networks;2017;Zone substation switchgear;22/33kV CB (Outdoor);No.;81;10,6;19,5679;0;0,05;0;0;0;3,2;40
Unison Networks;2017;Zone substation switchgear;3.3/6.6/11/22kV CB (ground mounted);No.;282;62,3;16,93262;0;0,05;0;0;0;3,45;35
Unison Networks;2017;Zone substation switchgear;3.3/6.6/11/22kV CB (pole mounted);No.;15;0;9,466666;0;0,02;0,45;0;0;3,18;35
Unison Networks;2017;Zone substation switchgear;33kV RMU;No.;0;0;;0;0;0;0;0;;40
Unison Networks;2017;Zone substation switchgear;33kV Switch (Ground Mounted);No.;0;0;;0;0;0;0;0;;35
Unison Networks;2017;Zone substation switchgear;33kV Switch (Pole Mounted);No.;235;106,9;28,86383;0;0,03;0,02;0;0;3,13;35
Unison Networks;2017;Zone substation switchgear;50/66/110kV CB (Indoor);No.;0;0;;0;0;0;0;0;;35
Unison Networks;2017;Zone substation switchgear;50/66/110kV CB (Outdoor);No.;0;0;;0;0;0;0;0;;40
Unison Networks;2017;Zone substation transformers;Zone Substation Transformers;No.;62;24,2;27,53226;0;0,085;0;0;0;3,215;40
Vector Lines;2017;Distribution cables;Distribution Submarine Cable;km;8,152434;0;54,18713;0;0;0;0;0,00542238;3,138894;70
Vector Lines;2017;Distribution cables;Distribution UG PILC;km;2219,991;15,60982;34,16722;0,00110901;0,00803465;0,00914366;0;6,4161674;3,554489;70
Vector Lines;2017;Distribution cables;Distribution UG XLPE or PVC;km;1374,335;5,504537;10,82747;0,00054915;0,0020756;0,01071429;0;6,1248515;3,947718;45
Vector Lines;2017;Distribution lines;Distribution OH Aerial Cable Conductor;km;0;0;;0;0;0;0;0;;60
Vector Lines;2017;Distribution lines;Distribution OH Open Wire Conductor;km;3794,36;121,8359;36,10682;0;0,00002203;0,00260688;0;30,077536;3,326669;60
Vector Lines;2017;Distribution lines;SWER conductor;km;0;0;;0;0;0;0;0;;60
Vector Lines;2017;Distribution poles;Concrete poles / steel structure;No.;112148;4843,8;30,31308;0,00001815;0,0005988;0,06107582;0;14841;3,403751;60
Vector Lines;2017;Distribution poles;Other pole types;No.;412;0;1,055825;0;0;0;0;0;4;60
Vector Lines;2017;Distribution poles;Wood poles;No.;7023;981,8;29,21661;0;0,01451703;0,09652188;0;2628;3,236847;45
Vector Lines;2017;Distribution substations;Ground Mounted Substation Housing;No.;12533;;31,34569;0,01790733;0,01308922;0,03099655;0;123;3,177455;
Vector Lines;2017;Distribution switchgear;3.3/6.6/11/22kV CB (Indoor);No.;163;8,2;16,96129;0,00613497;0;0;0;8;3,687117;45
Vector Lines;2017;Distribution switchgear;3.3/6.6/11/22kV CB (pole mounted) - reclosers and sectionalisers;No.;252;0;9,646826;0;0;0,11363636;0;0;3,996078;40
Vector Lines;2017;Distribution switchgear;3.3/6.6/11/22kV RMU;No.;6014;1133,2;22,82554;0,00782324;0,01046622;0,03927236;0;7;3,466578;40
Vector Lines;2017;Distribution switchgear;3.3/6.6/11/22kV Switch (ground mounted) - except RMU;No.;3442;1687,5;31,75456;0,00782324;0,01046622;0,08024481;0;101;3,264817;35
Vector Lines;2017;Distribution switchgear;3.3/6.6/11/22kV Switches and fuses (pole mounted);No.;9877;1969,6;19,45631;0,02392344;0,01424774;0,09126846;0;195;3,425048;35
Vector Lines;2017;Distribution transformers;Ground Mounted Transformer;No.;13980;1656,7;23,17184;0,04452302;0,02316352;0,06768653;0;2;3,467528;45
Vector Lines;2017;Distribution transformers;Pole Mounted Transformer;No.;7651;691,1;21,29756;0,00987102;0,00671229;0,08129032;0;2;3,626086;45
Vector Lines;2017;Distribution transformers;Voltage regulators;No.;12;0;7,416667;0;0;0;0;0;4;45
Vector Lines;2017;LV cables;LV UG Cable;km;5896,532;21,65063;25,68458;0;0,00281087;0,00281087;0;9,1631812;3,629161;70
Vector Lines;2017;LV lines;LV OH Conductor;km;4158,018;97,88767;36,10003;0;0;0,00227632;0;63,436605;3,220163;60
Vector Lines;2017;Subtransmission cables;Subtransmission UG 110kV+ (Gas Pressurised);km;0;0;;0;0;0;0;0;;70
Vector Lines;2017;Subtransmission cables;Subtransmission UG 110kV+ (Oil pressurised);km;17,14233;0;43,97068;0;0;0;0;0;3,340709;70
Vector Lines;2017;Subtransmission cables;Subtransmission UG 110kV+ (PILC);km;0,0037003;0;34,70074;0;0;0;0;0;;70
Vector Lines;2017;Subtransmission cables;Subtransmission UG 110kV+ (XLPE);km;30,29525;0;16,19812;0;0;0;0;0;4;45
Vector Lines;2017;Subtransmission cables;Subtransmission UG up to 66kV (Gas pressurised);km;5,42523;0;51,72638;0;0;0,6;0;0;3;70
Vector Lines;2017;Subtransmission cables;Subtransmission UG up to 66kV (Oil pressurised);km;144,9562;0;42,21887;0;0,00294822;0,00294822;0;0;3,166224;70
Vector Lines;2017;Subtransmission cables;Subtransmission UG up to 66kV (PILC);km;50,42075;9,670743;58,81308;0;0;0,25686275;0;0,10470302;3,078726;70
Vector Lines;2017;Subtransmission cables;Subtransmission UG up to 66kV (XLPE);km;345,238;5,998518;14,21197;0,00142225;0,00660335;0,0080256;0;0,28093021;3,878144;45
Vector Lines;2017;Subtransmission cables;Subtransmission submarine cable;km;11,96016;0;32,45923;0;0;0;0;0;3,951548;70
Vector Lines;2017;Subtransmission lines;Subtransmission OH 110kV+ conductor;km;26,58993;0;35,67232;0;0;0;0;0;3,277194;60
Vector Lines;2017;Subtransmission lines;Subtransmission OH up to 66kV conductor;km;371,9524;22,51721;40,32978;0;0;0;0;0,108346;3,125615;60
Vector Lines;2017;Zone substation switchgear;22/33kV CB (Indoor);No.;252;5,1;11,21032;0;0;0,07569721;0;0;3,856031;45
Vector Lines;2017;Zone substation switchgear;22/33kV CB (Outdoor);No.;163;71,2;31,95092;0;0,108;0,12749004;0;0;3,215;40
Vector Lines;2017;Zone substation switchgear;3.3/6.6/11/22kV CB (ground mounted);No.;1345;486,3;24,80074;0;0,166;0,33260073;0;0;3,324;35
Vector Lines;2017;Zone substation switchgear;3.3/6.6/11/22kV CB (pole mounted);No.;0;0;;0;0;0;0;0;;35
Vector Lines;2017;Zone substation switchgear;33kV RMU;No.;14;0;12;0;0;0;0;0;4;40
Vector Lines;2017;Zone substation switchgear;33kV Switch (Ground Mounted);No.;0;0;;0;0;0;0;0;;35
Vector Lines;2017;Zone substation switchgear;33kV Switch (Pole Mounted);No.;201;188,4;49,14925;0;0;0;0;0;3,034826;35
Vector Lines;2017;Zone substation switchgear;50/66/110kV CB (Indoor);No.;20;0;11;0;0;0;0;0;4;35
Vector Lines;2017;Zone substation switchgear;50/66/110kV CB (Outdoor);No.;2;0;22;0;0;0;0;0;4;40
Vector Lines;2017;Zone substation transformers;Zone Substation Transformers;No.;216;85,2;30,7037;0;0,01388889;0,09345794;0;0;3,449074;40
WEL Networks;2017;Distribution cables;Distribution Submarine Cable;km;0;0;;0;0;0;0;0;;70
WEL Networks;2017;Distribution cables;Distribution UG PILC;km;115,7935;0;38,41276;0;0,1048;0,0104;0;0;3,70103;70
WEL Networks;2017;Distribution cables;Distribution UG XLPE or PVC;km;561,9489;61,43415;17,81983;0;0,1048;0,0025;0;0;3,70103;45
WEL Networks;2017;Distribution lines;Distribution OH Aerial Cable Conductor;km;0;0;;0;0;0;0;0;;60
WEL Networks;2017;Distribution lines;Distribution OH Open Wire Conductor;km;1933,377;3,63684;34,33502;0,1386;0,0403;0,0743;0;0;3,3203;60
WEL Networks;2017;Distribution lines;SWER conductor;km;0;0;;0;0;0;0;0;;60
WEL Networks;2017;Distribution poles;Concrete poles / steel structure;No.;37175;41,2;32,13103;0,0032;0,031;0,0187;0,1;0;3,428;60
WEL Networks;2017;Distribution poles;Other pole types;No.;10;0,8;30,6;0;0;0;0;0;;60
WEL Networks;2017;Distribution poles;Wood poles;No.;2209;411,6;31,68855;0,0331;0,181;0,3682;0,1;0;3,030444;45
WEL Networks;2017;Distribution substations;Ground Mounted Substation Housing;No.;0;;;0;0;0;0;0;;
WEL Networks;2017;Distribution switchgear;3.3/6.6/11/22kV CB (Indoor);No.;393;66,7;21,73791;0,016;0,1013;0,0779;0;0;3,6827;45
WEL Networks;2017;Distribution switchgear;3.3/6.6/11/22kV CB (pole mounted) - reclosers and sectionalisers;No.;175;4;7,668571;0,0091;0,0364;0,5912;0;0;3,8999;40
WEL Networks;2017;Distribution switchgear;3.3/6.6/11/22kV RMU;No.;1039;177,6;17,0077;0,029;0,1694;0,1161;0;0;3,5145;40
WEL Networks;2017;Distribution switchgear;3.3/6.6/11/22kV Switch (ground mounted) - except RMU;No.;0;0;;0;0;0;0;0;;35
WEL Networks;2017;Distribution switchgear;3.3/6.6/11/22kV Switches and fuses (pole mounted);No.;6187;1486,9;19,21093;0;0,353;0,0244;0,15;0;3,110811;35
WEL Networks;2017;Distribution transformers;Ground Mounted Transformer;No.;1928;128,1;18,22666;0,0096;0,071;0,0595;0,2;0;3,43275;45
WEL Networks;2017;Distribution transformers;Pole Mounted Transformer;No.;4084;257,1;17,66397;0;0,0063;0,0188;0,2;1;3,7365;45
WEL Networks;2017;Distribution transformers;Voltage regulators;No.;16;0,9;16,0625;0,0014;0,1313;0,2857;0,05;0;3,404694;45
WEL Networks;2017;LV cables;LV UG Cable;km;1261,326;3,38574;22,44831;0;0,0024;0,002;0;0;3,6985;70
WEL Networks;2017;LV lines;LV OH Conductor;km;1056,817;1,14826;33,2002;0,1148;0,1025;0,0006;0;0;3,374375;60
WEL Networks;2017;Subtransmission cables;Subtransmission UG 110kV+ (Gas Pressurised);km;0;0;;0;0;0;0;0;;70
WEL Networks;2017;Subtransmission cables;Subtransmission UG 110kV+ (Oil pressurised);km;0;0;;0;0;0;0;0;;70
WEL Networks;2017;Subtransmission cables;Subtransmission UG 110kV+ (PILC);km;0;0;;0;0;0;0;0;;70
WEL Networks;2017;Subtransmission cables;Subtransmission UG 110kV+ (XLPE);km;0;0;;0;0;0;0;0;;45
WEL Networks;2017;Subtransmission cables;Subtransmission UG up to 66kV (Gas pressurised);km;0;0;;0;0;0;0;0;;70
WEL Networks;2017;Subtransmission cables;Subtransmission UG up to 66kV (Oil pressurised);km;0;0;;0;0;0;0;0;;70
WEL Networks;2017;Subtransmission cables;Subtransmission UG up to 66kV (PILC);km;14,8819;0;41,63897;0;0,0081;0;0;0;3,9717;70
WEL Networks;2017;Subtransmission cables;Subtransmission UG up to 66kV (XLPE);km;233,7411;3,89658;11,24105;0,0042;0,0104;0;0;0;3,8492;45
WEL Networks;2017;Subtransmission cables;Subtransmission submarine cable;km;0;0;;0;0;0;0;0;;70
WEL Networks;2017;Subtransmission lines;Subtransmission OH 110kV+ conductor;km;0;0;;0;0;0;0;0;;60
WEL Networks;2017;Subtransmission lines;Subtransmission OH up to 66kV conductor;km;190,9628;0;26,88382;0;0;0;0;0;3,4513;60
WEL Networks;2017;Zone substation switchgear;22/33kV CB (Indoor);No.;110;0;10,06364;0;0,0182;0;0;0;3,9454;45
WEL Networks;2017;Zone substation switchgear;22/33kV CB (Outdoor);No.;30;5,4;23,83333;0;0,0182;0;0;0;3,9454;40
WEL Networks;2017;Zone substation switchgear;3.3/6.6/11/22kV CB (ground mounted);No.;0;0;;0;0;0;0;0;;35
WEL Networks;2017;Zone substation switchgear;3.3/6.6/11/22kV CB (pole mounted);No.;0;0;;0;0;0;0;0;;35
WEL Networks;2017;Zone substation switchgear;33kV RMU;No.;9;0;5,666667;0;0;0;0;0;4;40
WEL Networks;2017;Zone substation switchgear;33kV Switch (Ground Mounted);No.;0;0;;0;0;0;0;0;;35
WEL Networks;2017;Zone substation switchgear;33kV Switch (Pole Mounted);No.;55;38,8;35,07273;0;0;0;0;0;3;35
WEL Networks;2017;Zone substation switchgear;50/66/110kV CB (Indoor);No.;0;0;;0;0;0;0;0;;35
WEL Networks;2017;Zone substation switchgear;50/66/110kV CB (Outdoor);No.;0;0;;0;0;0;0;0;;40
WEL Networks;2017;Zone substation transformers;Zone Substation Transformers;No.;54;17,8;23,87037;0;0,2708;0;0;0;3,375037;40
Waipa Networks;2017;Distribution cables;Distribution Submarine Cable;km;0;0;;0;0;0;0;0;;70
Waipa Networks;2017;Distribution cables;Distribution UG PILC;km;1,09539;0;40,65929;0;0;0,4;0;0;3;70
Waipa Networks;2017;Distribution cables;Distribution UG XLPE or PVC;km;129,702;5,54284;17,36518;0;0,024;0;0;0;3,081;45
Waipa Networks;2017;Distribution lines;Distribution OH Aerial Cable Conductor;km;0;0;;0;0;0;0;0;;60
Waipa Networks;2017;Distribution lines;Distribution OH Open Wire Conductor;km;1226,704;0,38868;29,88103;0;0,005;0,005;0;0;3,008;60
Waipa Networks;2017;Distribution lines;SWER conductor;km;0;0;;0;0;0;0;0;;60
Waipa Networks;2017;Distribution poles;Concrete poles / steel structure;No.;20386;8;29,72599;0;0,005;0,049;0;0;3,16;60
Waipa Networks;2017;Distribution poles;Other pole types;No.;1;0;1;0;0;0;0;0;;60
Waipa Networks;2017;Distribution poles;Wood poles;No.;1629;343,8;32,15715;0;0,088;0,017;0;0;2,968;45
Waipa Networks;2017;Distribution substations;Ground Mounted Substation Housing;No.;0;;;0;0;0;0;0;;
Waipa Networks;2017;Distribution switchgear;3.3/6.6/11/22kV CB (Indoor);No.;0;0;;0;0;0;0;0;;45
Waipa Networks;2017;Distribution switchgear;3.3/6.6/11/22kV CB (pole mounted) - reclosers and sectionalisers;No.;114;2,6;7,789474;0;0,054;0,054;0;0;3,303;40
Waipa Networks;2017;Distribution switchgear;3.3/6.6/11/22kV RMU;No.;91;0;7,318681;0;0;0;0;0;3,314;40
Waipa Networks;2017;Distribution switchgear;3.3/6.6/11/22kV Switch (ground mounted) - except RMU;No.;0;0;;0;0;0;0;0;;35
Waipa Networks;2017;Distribution switchgear;3.3/6.6/11/22kV Switches and fuses (pole mounted);No.;5019;1655,8;22,95059;0;0,036;0,036;0;0;3,12;35
Waipa Networks;2017;Distribution transformers;Ground Mounted Transformer;No.;737;22,3;14,13976;0;0,001;0,001;0;0;3,205;45
Waipa Networks;2017;Distribution transformers;Pole Mounted Transformer;No.;2717;363,1;22,78138;0;0,042;0,042;0;0;3,072;45
Waipa Networks;2017;Distribution transformers;Voltage regulators;No.;50;1,8;16,86;0;0,122;0,0638;0;0;2,939;45
Waipa Networks;2017;LV cables;LV UG Cable;km;287,3193;0;18,93008;0;0;0;1;0;;70
Waipa Networks;2017;LV lines;LV OH Conductor;km;506,2787;0,06554;30,28048;0;0,005;0,005;0;0;3,008;60
Waipa Networks;2017;Subtransmission cables;Subtransmission UG 110kV+ (Gas Pressurised);km;0;0;;0;0;0;0;0;;70
Waipa Networks;2017;Subtransmission cables;Subtransmission UG 110kV+ (Oil pressurised);km;0;0;;0;0;0;0;0;;70
Waipa Networks;2017;Subtransmission cables;Subtransmission UG 110kV+ (PILC);km;0;0;;0;0;0;0;0;;70
Waipa Networks;2017;Subtransmission cables;Subtransmission UG 110kV+ (XLPE);km;0;0;;0;0;0;0;0;;45
Waipa Networks;2017;Subtransmission cables;Subtransmission UG up to 66kV (Gas pressurised);km;0;0;;0;0;0;0;0;;70
Waipa Networks;2017;Subtransmission cables;Subtransmission UG up to 66kV (Oil pressurised);km;0;0;;0;0;0;0;0;;70
Waipa Networks;2017;Subtransmission cables;Subtransmission UG up to 66kV (PILC);km;0;0;;0;0;0;0;0;;70
Waipa Networks;2017;Subtransmission cables;Subtransmission UG up to 66kV (XLPE);km;0;0;;0;0;0;0;0;;45
Waipa Networks;2017;Subtransmission cables;Subtransmission submarine cable;km;0;0;;0;0;0;0;0;;70
Waipa Networks;2017;Subtransmission lines;Subtransmission OH 110kV+ conductor;km;188;0;2,452128;0;0;0;0;0;;60
Waipa Networks;2017;Subtransmission lines;Subtransmission OH up to 66kV conductor;km;0;0;;0;0;0;0;0;;60
Waipa Networks;2017;Zone substation switchgear;22/33kV CB (Indoor);No.;0;0;;0;0;0;0;0;;45
Waipa Networks;2017;Zone substation switchgear;22/33kV CB (Outdoor);No.;0;0;;0;0;0;0;0;;40
Waipa Networks;2017;Zone substation switchgear;3.3/6.6/11/22kV CB (ground mounted);No.;0;0;;0;0;0;0;0;;35
Waipa Networks;2017;Zone substation switchgear;3.3/6.6/11/22kV CB (pole mounted);No.;0;0;;0;0;0;0;0;;35
Waipa Networks;2017;Zone substation switchgear;33kV RMU;No.;0;0;;0;0;0;0;0;;40
Waipa Networks;2017;Zone substation switchgear;33kV Switch (Ground Mounted);No.;0;0;;0;0;0;0;0;;35
Waipa Networks;2017;Zone substation switchgear;33kV Switch (Pole Mounted);No.;0;0;;0;0;0;0;0;;35
Waipa Networks;2017;Zone substation switchgear;50/66/110kV CB (Indoor);No.;0;0;;0;0;0;0;0;;35
Waipa Networks;2017;Zone substation switchgear;50/66/110kV CB (Outdoor);No.;0;0;;0;0;0;0;0;;40
Waipa Networks;2017;Zone substation transformers;Zone Substation Transformers;No.;0;0;;0;0;0;0;0;;40
