EDB;Year;Asset category;Asset class;Units;Quantity end;over_age;Average age;Grade 1;Grade 2;Five-year replacement;Grade unknown (proportion);Year unknown;Over ODV life;"ODV lives
value"
Marlborough Lines;2017;Distribution cables;Distribution Submarine Cable;km;0;0;;0;0;0;0;0;;70
Marlborough Lines;2017;Distribution cables;Distribution UG PILC;km;14,85279;0;34,57258;0;0;0;0;0;3;70
Marlborough Lines;2017;Distribution cables;Distribution UG XLPE or PVC;km;168,6826;2,326581;12,03145;0;0,0042;0;0,0166;0;3,190462;45
Marlborough Lines;2017;Distribution lines;Distribution OH Aerial Cable Conductor;km;2;0;2;0;0;0;0;0;4;60
Marlborough Lines;2017;Distribution lines;Distribution OH Open Wire Conductor;km;1599,73;175,3614;35,53953;0,0004;0,0152;0,08;0;9,7023825;3,1999;60
Marlborough Lines;2017;Distribution lines;SWER conductor;km;540,7231;14,33913;39,31451;0,002;0,067;0,03;0,001;0,15197991;3,037037;60
Marlborough Lines;2017;Distribution poles;Concrete poles / steel structure;No.;17806;4105,4;39,21669;0,002;0,006;0,01;0,127;288;3,344788;60
Marlborough Lines;2017;Distribution poles;Other pole types;No.;2068;659;53,7941;0,004;0,036;0,08;0,044;33;3,077406;60
Marlborough Lines;2017;Distribution poles;Wood poles;No.;10652;3382,6;36,04369;0,002;0,027;0,08;0,089;124;3,215148;45
Marlborough Lines;2017;Distribution substations;Ground Mounted Substation Housing;No.;0;;;0;0;0;0;0;;
Marlborough Lines;2017;Distribution switchgear;3.3/6.6/11/22kV CB (Indoor);No.;29;0,9;15,13793;0;0;0;0;0;3,2283;45
Marlborough Lines;2017;Distribution switchgear;3.3/6.6/11/22kV CB (pole mounted) - reclosers and sectionalisers;No.;102;0;8,980392;0;0;0;0;0;3,6022;40
Marlborough Lines;2017;Distribution switchgear;3.3/6.6/11/22kV RMU;No.;623;15,2;9,527331;0;0,0012;0;0,0024;1;3,361568;40
Marlborough Lines;2017;Distribution switchgear;3.3/6.6/11/22kV Switch (ground mounted) - except RMU;No.;67;2,3;15;0;0;0;0;0;3;35
Marlborough Lines;2017;Distribution switchgear;3.3/6.6/11/22kV Switches and fuses (pole mounted);No.;2358;109,5;12,83924;0;0;0;0;44;3,2151;35
Marlborough Lines;2017;Distribution transformers;Ground Mounted Transformer;No.;458;8,5;13,56733;0;0,0022;0,07;0,0109;5;3,172581;45
Marlborough Lines;2017;Distribution transformers;Pole Mounted Transformer;No.;3461;290,9;21,55785;0;0,0362;0,07;0,0062;21;3,087643;45
Marlborough Lines;2017;Distribution transformers;Voltage regulators;No.;28;1;12;0;0;0,03;0;0;3,07;45
Marlborough Lines;2017;LV cables;LV UG Cable;km;340,7416;0;18,5667;0;0,009;0;0,0486;0;3,250473;70
Marlborough Lines;2017;LV lines;LV OH Conductor;km;422,6931;23,46963;44,34524;0,002;0,026;0,02;0;275,4405;3,218;60
Marlborough Lines;2017;Subtransmission cables;Subtransmission UG 110kV+ (Gas Pressurised);km;0;0;;0;0;0;0;0;;70
Marlborough Lines;2017;Subtransmission cables;Subtransmission UG 110kV+ (Oil pressurised);km;0;0;;0;0;0;0;0;;70
Marlborough Lines;2017;Subtransmission cables;Subtransmission UG 110kV+ (PILC);km;0;0;;0;0;0;0;0;;70
Marlborough Lines;2017;Subtransmission cables;Subtransmission UG 110kV+ (XLPE);km;0;0;;0;0;0;0;0;;45
Marlborough Lines;2017;Subtransmission cables;Subtransmission UG up to 66kV (Gas pressurised);km;0;0;;0;0;0;0;0;;70
Marlborough Lines;2017;Subtransmission cables;Subtransmission UG up to 66kV (Oil pressurised);km;0;0;;0;0;0;0;0;;70
Marlborough Lines;2017;Subtransmission cables;Subtransmission UG up to 66kV (PILC);km;0,0585149;0;10,99991;0;0;0;0;0;3;70
Marlborough Lines;2017;Subtransmission cables;Subtransmission UG up to 66kV (XLPE);km;21,96694;0,0016993;8,53686;0;0;0;0;0;3;45
Marlborough Lines;2017;Subtransmission cables;Subtransmission submarine cable;km;0;0;;0;0;0;0;0;;70
Marlborough Lines;2017;Subtransmission lines;Subtransmission OH 110kV+ conductor;km;0;0;;0;0;0;0;0;;60
Marlborough Lines;2017;Subtransmission lines;Subtransmission OH up to 66kV conductor;km;278,3871;30,65711;37,31294;0,015;0,011;0,03;0;0,2626382;3,162;60
Marlborough Lines;2017;Zone substation switchgear;22/33kV CB (Indoor);No.;62;0;5,33871;0;0;0;0;0;3,384;45
Marlborough Lines;2017;Zone substation switchgear;22/33kV CB (Outdoor);No.;28;0;10,77778;0;0;0;0;1;3,2143;40
Marlborough Lines;2017;Zone substation switchgear;3.3/6.6/11/22kV CB (ground mounted);No.;98;0;11,56122;0;0;0;0;0;3,2283;35
Marlborough Lines;2017;Zone substation switchgear;3.3/6.6/11/22kV CB (pole mounted);No.;11;0;8,272727;0;0;0;0;0;3,6022;35
Marlborough Lines;2017;Zone substation switchgear;33kV RMU;No.;1;0;6;0;0;0;0;0;3;40
Marlborough Lines;2017;Zone substation switchgear;33kV Switch (Ground Mounted);No.;0;0;;0;0;0;0;0;;35
Marlborough Lines;2017;Zone substation switchgear;33kV Switch (Pole Mounted);No.;84;6,6;16,44048;0;0;0;0;0;3,1548;35
Marlborough Lines;2017;Zone substation switchgear;50/66/110kV CB (Indoor);No.;0;0;;0;0;0;0;0;;35
Marlborough Lines;2017;Zone substation switchgear;50/66/110kV CB (Outdoor);No.;0;0;;0;0;0;0;0;;40
Marlborough Lines;2017;Zone substation transformers;Zone Substation Transformers;No.;31;5,6;20,3871;0;0;0;0;0;3,2903;40
Nelson Electricity;2017;Distribution cables;Distribution Submarine Cable;km;0;0;;0;0;0;0;0;;70
Nelson Electricity;2017;Distribution cables;Distribution UG PILC;km;50,9049;0,5334;27,59149;0;0;0,07;0;0;3,4;70
Nelson Electricity;2017;Distribution cables;Distribution UG XLPE or PVC;km;23,3536;1,26224;30,20858;0;0;0;0;0,2358;3,1;45
Nelson Electricity;2017;Distribution lines;Distribution OH Aerial Cable Conductor;km;0;0;;0;0;0;0;0;;60
Nelson Electricity;2017;Distribution lines;Distribution OH Open Wire Conductor;km;5,4807;0,6936;47,08509;0;0;0,05;0;0;3,1;60
Nelson Electricity;2017;Distribution lines;SWER conductor;km;2;0;42;0;0;0;0;0;3;60
Nelson Electricity;2017;Distribution poles;Concrete poles / steel structure;No.;711;56,4;38,58451;0;0;0,01;0;1;3,2;60
Nelson Electricity;2017;Distribution poles;Other pole types;No.;0;0;;0;0;0;0;0;;60
Nelson Electricity;2017;Distribution poles;Wood poles;No.;183;42,7;30,39516;0;0,6;0,01;0;59;2,6;45
Nelson Electricity;2017;Distribution substations;Ground Mounted Substation Housing;No.;184;;31,25;0;0;0,02;0;0;3,2;
Nelson Electricity;2017;Distribution switchgear;3.3/6.6/11/22kV CB (Indoor);No.;39;5,1;31,89744;0;0,23;0;0;0;2,9;45
Nelson Electricity;2017;Distribution switchgear;3.3/6.6/11/22kV CB (pole mounted) - reclosers and sectionalisers;No.;1;0;10;0;0;0;0;0;3;40
Nelson Electricity;2017;Distribution switchgear;3.3/6.6/11/22kV RMU;No.;253;36,2;21,15415;0;0,01;0,04;0;0;3,49;40
Nelson Electricity;2017;Distribution switchgear;3.3/6.6/11/22kV Switch (ground mounted) - except RMU;No.;47;7,8;17,02128;0;0;0;0;0;4;35
Nelson Electricity;2017;Distribution switchgear;3.3/6.6/11/22kV Switches and fuses (pole mounted);No.;23;6,3;25,86957;0;0;0;0;0;4;35
Nelson Electricity;2017;Distribution transformers;Ground Mounted Transformer;No.;184;5,8;16,57609;0;0,1;0,04;0;0;3,05;45
Nelson Electricity;2017;Distribution transformers;Pole Mounted Transformer;No.;15;1,9;23,28572;0;0;0,2;0;1;3,6;45
Nelson Electricity;2017;Distribution transformers;Voltage regulators;No.;0;0;;0;0;0;0;0;;45
Nelson Electricity;2017;LV cables;LV UG Cable;km;172,89;0,13;32,4849;0;0,2;0,005;0;21,32;3;70
Nelson Electricity;2017;LV lines;LV OH Conductor;km;22,8;0,568;44,44715;0;0;0,02;0;0,34;3;60
Nelson Electricity;2017;Subtransmission cables;Subtransmission UG 110kV+ (Gas Pressurised);km;0;0;;0;0;0;0;0;;70
Nelson Electricity;2017;Subtransmission cables;Subtransmission UG 110kV+ (Oil pressurised);km;0;0;;0;0;0;0;0;;70
Nelson Electricity;2017;Subtransmission cables;Subtransmission UG 110kV+ (PILC);km;0;0;;0;0;0;0;0;;70
Nelson Electricity;2017;Subtransmission cables;Subtransmission UG 110kV+ (XLPE);km;0;0;;0;0;0;0;0;;45
Nelson Electricity;2017;Subtransmission cables;Subtransmission UG up to 66kV (Gas pressurised);km;0;0;;0;0;0;0;0;;70
Nelson Electricity;2017;Subtransmission cables;Subtransmission UG up to 66kV (Oil pressurised);km;0;0;;0;0;0;0;0;;70
Nelson Electricity;2017;Subtransmission cables;Subtransmission UG up to 66kV (PILC);km;5,537;0;37,75233;0;0;0;0;0;3;70
Nelson Electricity;2017;Subtransmission cables;Subtransmission UG up to 66kV (XLPE);km;11,814;0;12,17441;0;0;0;0;0;3;45
Nelson Electricity;2017;Subtransmission cables;Subtransmission submarine cable;km;0;0;;0;0;0;0;0;;70
Nelson Electricity;2017;Subtransmission lines;Subtransmission OH 110kV+ conductor;km;0;0;;0;0;0;0;0;;60
Nelson Electricity;2017;Subtransmission lines;Subtransmission OH up to 66kV conductor;km;0;0;;0;0;0;0;0;;60
Nelson Electricity;2017;Zone substation switchgear;22/33kV CB (Indoor);No.;10;0;3;0;0;0;0;0;;45
Nelson Electricity;2017;Zone substation switchgear;22/33kV CB (Outdoor);No.;0;0;;0;0;0;0;0;;40
Nelson Electricity;2017;Zone substation switchgear;3.3/6.6/11/22kV CB (ground mounted);No.;26;0;3;0;0;0;0;0;4;35
Nelson Electricity;2017;Zone substation switchgear;3.3/6.6/11/22kV CB (pole mounted);No.;0;0;;0;0;0;0;0;;35
Nelson Electricity;2017;Zone substation switchgear;33kV RMU;No.;0;0;;0;0;0;0;0;;40
Nelson Electricity;2017;Zone substation switchgear;33kV Switch (Ground Mounted);No.;0;0;;0;0;0;0;0;4;35
Nelson Electricity;2017;Zone substation switchgear;33kV Switch (Pole Mounted);No.;0;0;;0;0;0;0;0;;35
Nelson Electricity;2017;Zone substation switchgear;50/66/110kV CB (Indoor);No.;0;0;;0;0;0;0;0;;35
Nelson Electricity;2017;Zone substation switchgear;50/66/110kV CB (Outdoor);No.;0;0;;0;0;0;0;0;;40
Nelson Electricity;2017;Zone substation transformers;Zone Substation Transformers;No.;3;0;3;0;0;0;0;0;4;40
Network Tasman;2017;Distribution cables;Distribution Submarine Cable;km;0;0;;0;0;0;0;0;3,6;70
Network Tasman;2017;Distribution cables;Distribution UG PILC;km;135;0;25,31343;0;0,03;0,06;0;1;3,82;70
Network Tasman;2017;Distribution cables;Distribution UG XLPE or PVC;km;113;0;12,78761;0;0;0;0;0;4;45
Network Tasman;2017;Distribution lines;Distribution OH Aerial Cable Conductor;km;0;0;;0;0;0;0;0;;60
Network Tasman;2017;Distribution lines;Distribution OH Open Wire Conductor;km;1893;576;48,2224;0;0,04;0,04;0;0;3,8;60
Network Tasman;2017;Distribution lines;SWER conductor;km;0;0;;0;0;0;0;0;;60
Network Tasman;2017;Distribution poles;Concrete poles / steel structure;No.;25917;9007,2;49,78111;0;0,01;0,01;0;466;3,69;60
Network Tasman;2017;Distribution poles;Other pole types;No.;529;137,8;49,8643;0;0,5;1;0;50;2,5;60
Network Tasman;2017;Distribution poles;Wood poles;No.;1449;507;37,4654;0;0;0;0;235;3,5;45
Network Tasman;2017;Distribution substations;Ground Mounted Substation Housing;No.;26;;38;0;0;0;0;1;3;
Network Tasman;2017;Distribution switchgear;3.3/6.6/11/22kV CB (Indoor);No.;0;0;;0;0;0;0;0;;45
Network Tasman;2017;Distribution switchgear;3.3/6.6/11/22kV CB (pole mounted) - reclosers and sectionalisers;No.;61;0;6,901639;0;0;0;0;0;3,85;40
Network Tasman;2017;Distribution switchgear;3.3/6.6/11/22kV RMU;No.;96;0,8;10,14815;0;0;0;0;69;3,5;40
Network Tasman;2017;Distribution switchgear;3.3/6.6/11/22kV Switch (ground mounted) - except RMU;No.;184;2;9,215909;0;0;0;0;8;3,5;35
Network Tasman;2017;Distribution switchgear;3.3/6.6/11/22kV Switches and fuses (pole mounted);No.;1266;25,1;12,38995;0;0,1;0,1;0;848;3,45;35
Network Tasman;2017;Distribution transformers;Ground Mounted Transformer;No.;678;36,7;19,62126;0;0;0;0;10;3,83;45
Network Tasman;2017;Distribution transformers;Pole Mounted Transformer;No.;3815;942,4;32,46774;0;0,03;0,03;0;328;3,6;45
Network Tasman;2017;Distribution transformers;Voltage regulators;No.;11;0;15;0;0;0;0;6;3,5;45
Network Tasman;2017;LV cables;LV UG Cable;km;613;0;21,94167;0;0;0;0;13;3,9;70
Network Tasman;2017;LV lines;LV OH Conductor;km;504;143,2;45,012;0;0;0,05;0;4;3,5;60
Network Tasman;2017;Subtransmission cables;Subtransmission UG 110kV+ (Gas Pressurised);km;0;0;;0;0;0;0;0;;70
Network Tasman;2017;Subtransmission cables;Subtransmission UG 110kV+ (Oil pressurised);km;0;0;;0;0;0;0;0;;70
Network Tasman;2017;Subtransmission cables;Subtransmission UG 110kV+ (PILC);km;0;0;;0;0;0;0;0;;70
Network Tasman;2017;Subtransmission cables;Subtransmission UG 110kV+ (XLPE);km;0;0;;0;0;0;0;0;;45
Network Tasman;2017;Subtransmission cables;Subtransmission UG up to 66kV (Gas pressurised);km;0;0;;0;0;0;0;0;;70
Network Tasman;2017;Subtransmission cables;Subtransmission UG up to 66kV (Oil pressurised);km;0;0;;0;0;0;0;0;;70
Network Tasman;2017;Subtransmission cables;Subtransmission UG up to 66kV (PILC);km;3;0;25,33333;0;0;0;0;0;4;70
Network Tasman;2017;Subtransmission cables;Subtransmission UG up to 66kV (XLPE);km;27;0;10,96296;0;0;0;0;0;4;45
Network Tasman;2017;Subtransmission cables;Subtransmission submarine cable;km;0;0;;0;0;0;0;0;;70
Network Tasman;2017;Subtransmission lines;Subtransmission OH 110kV+ conductor;km;0;0;;0;0;0;0;0;;60
Network Tasman;2017;Subtransmission lines;Subtransmission OH up to 66kV conductor;km;281;173,4;55,73214;0;0;0;0;1;3,75;60
Network Tasman;2017;Zone substation switchgear;22/33kV CB (Indoor);No.;9;0;10,44444;0;0;0;0;0;4;45
Network Tasman;2017;Zone substation switchgear;22/33kV CB (Outdoor);No.;20;3,6;28,8;0;0;0,1;0;0;3,9;40
Network Tasman;2017;Zone substation switchgear;3.3/6.6/11/22kV CB (ground mounted);No.;95;3;14,58947;0;0,01;0,01;0;0;3,98;35
Network Tasman;2017;Zone substation switchgear;3.3/6.6/11/22kV CB (pole mounted);No.;8;0;12,5;0;0;0;0;0;4;35
Network Tasman;2017;Zone substation switchgear;33kV RMU;No.;0;0;;0;0;0;0;0;;40
Network Tasman;2017;Zone substation switchgear;33kV Switch (Ground Mounted);No.;0;0;;0;0;0;0;0;;35
Network Tasman;2017;Zone substation switchgear;33kV Switch (Pole Mounted);No.;101;28,5;31,74242;0;0;0;0;35;4;35
Network Tasman;2017;Zone substation switchgear;50/66/110kV CB (Indoor);No.;0;0;;0;0;0;0;0;;35
Network Tasman;2017;Zone substation switchgear;50/66/110kV CB (Outdoor);No.;9;0;16,44444;0;0;0;0;0;3;40
Network Tasman;2017;Zone substation transformers;Zone Substation Transformers;No.;25;9;30,16;0;0;0,15;0;0;3,3;40
Network Waitaki;2017;Distribution cables;Distribution Submarine Cable;km;0;0;;0;0;0;0;0;;70
Network Waitaki;2017;Distribution cables;Distribution UG PILC;km;2,002967;0;47,26464;0;0,01;0,01;0;0;2,99;70
Network Waitaki;2017;Distribution cables;Distribution UG XLPE or PVC;km;69,38261;3,320909;13,19525;0;0;0;0;2,5219931;3,03;45
Network Waitaki;2017;Distribution lines;Distribution OH Aerial Cable Conductor;km;0;0;;0;0;0;0;0;;60
Network Waitaki;2017;Distribution lines;Distribution OH Open Wire Conductor;km;1264,432;81,90427;33,17502;0,05;0;0,05;0;42,893625;2,9;60
Network Waitaki;2017;Distribution lines;SWER conductor;km;0;0;;0;0;0;0;0;;60
Network Waitaki;2017;Distribution poles;Concrete poles / steel structure;No.;9015;170,8;34,52741;0,005;0,03;0,05;0;5367;2,96;60
Network Waitaki;2017;Distribution poles;Other pole types;No.;157;0,8;29,02655;0;0;0;0;44;;60
Network Waitaki;2017;Distribution poles;Wood poles;No.;13410;1770,6;23,2556;0,005;0,03;0,05;0;4834;2,96;45
Network Waitaki;2017;Distribution substations;Ground Mounted Substation Housing;No.;0;;;0;0;0;0;0;3;
Network Waitaki;2017;Distribution switchgear;3.3/6.6/11/22kV CB (Indoor);No.;0;0;;0;0;0;0;0;;45
Network Waitaki;2017;Distribution switchgear;3.3/6.6/11/22kV CB (pole mounted) - reclosers and sectionalisers;No.;66;2,4;11,32787;0;0,05;0,02;0;5;2,95;40
Network Waitaki;2017;Distribution switchgear;3.3/6.6/11/22kV RMU;No.;171;11,4;17,20313;0;0,05;0,05;0;107;3,02;40
Network Waitaki;2017;Distribution switchgear;3.3/6.6/11/22kV Switch (ground mounted) - except RMU;No.;0;0;;0;0;0;0;0;;35
Network Waitaki;2017;Distribution switchgear;3.3/6.6/11/22kV Switches and fuses (pole mounted);No.;3567;558,8;17,07557;0,01;0,04;0,05;0;87;2,94;35
Network Waitaki;2017;Distribution transformers;Ground Mounted Transformer;No.;485;8,2;11,4215;0,01;0,01;0,02;0;20;3,035;45
Network Waitaki;2017;Distribution transformers;Pole Mounted Transformer;No.;2338;188,3;20,41166;0,02;0,03;0,05;0;57;2,96;45
Network Waitaki;2017;Distribution transformers;Voltage regulators;No.;14;0;7,428571;0;0;0;0;0;3,66;45
Network Waitaki;2017;LV cables;LV UG Cable;km;89,7512;0;15,52642;0;0;0;0;28;3;70
Network Waitaki;2017;LV lines;LV OH Conductor;km;230,8629;0,9751315;37,04471;0;0,04;0,04;0;139;2,96;60
Network Waitaki;2017;Subtransmission cables;Subtransmission UG 110kV+ (Gas Pressurised);km;0;0;;0;0;0;0;0;;70
Network Waitaki;2017;Subtransmission cables;Subtransmission UG 110kV+ (Oil pressurised);km;0;0;;0;0;0;0;0;;70
Network Waitaki;2017;Subtransmission cables;Subtransmission UG 110kV+ (PILC);km;0;0;;0;0;0;0;0;;70
Network Waitaki;2017;Subtransmission cables;Subtransmission UG 110kV+ (XLPE);km;0;0;;0;0;0;0;0;;45
Network Waitaki;2017;Subtransmission cables;Subtransmission UG up to 66kV (Gas pressurised);km;0;0;;0;0;0;0;0;;70
Network Waitaki;2017;Subtransmission cables;Subtransmission UG up to 66kV (Oil pressurised);km;0;0;;0;0;0;0;0;;70
Network Waitaki;2017;Subtransmission cables;Subtransmission UG up to 66kV (PILC);km;0;0;;0;0;0;0;0;3;70
Network Waitaki;2017;Subtransmission cables;Subtransmission UG up to 66kV (XLPE);km;4,034224;0;9,01941;0;0;0;0;0;3;45
Network Waitaki;2017;Subtransmission cables;Subtransmission submarine cable;km;0;0;;0;0;0;0;0;;70
Network Waitaki;2017;Subtransmission lines;Subtransmission OH 110kV+ conductor;km;0;0;;0;0;0;0;0;;60
Network Waitaki;2017;Subtransmission lines;Subtransmission OH up to 66kV conductor;km;218,2178;0;20,56095;0;0;0;0;27,156951;3,25;60
Network Waitaki;2017;Zone substation switchgear;22/33kV CB (Indoor);No.;11;0;9,909091;0;0;0;0;0;4;45
Network Waitaki;2017;Zone substation switchgear;22/33kV CB (Outdoor);No.;40;3,2;13,13043;0;0;0;0;17;4;40
Network Waitaki;2017;Zone substation switchgear;3.3/6.6/11/22kV CB (ground mounted);No.;69;28,9;25,42029;0;0,1;0,1;0;0;2,95;35
Network Waitaki;2017;Zone substation switchgear;3.3/6.6/11/22kV CB (pole mounted);No.;3;0;22;0;0;0;0;0;3;35
Network Waitaki;2017;Zone substation switchgear;33kV RMU;No.;0;0;;0;0;0;0;0;;40
Network Waitaki;2017;Zone substation switchgear;33kV Switch (Ground Mounted);No.;0;0;;0;0;0;0;0;;35
Network Waitaki;2017;Zone substation switchgear;33kV Switch (Pole Mounted);No.;87;6,6;15,63218;0;0;0;0;0;3;35
Network Waitaki;2017;Zone substation switchgear;50/66/110kV CB (Indoor);No.;0;0;;0;0;0;0;0;;35
Network Waitaki;2017;Zone substation switchgear;50/66/110kV CB (Outdoor);No.;1;0;11;0;0;0;0;0;3;40
Network Waitaki;2017;Zone substation transformers;Zone Substation Transformers;No.;22;7;23,31818;0;0;0;0;0;3,24;40
Northpower;2017;Distribution cables;Distribution Submarine Cable;km;1,51447;0;41,9999;0;0;0;0;0;3;70
Northpower;2017;Distribution cables;Distribution UG PILC;km;38,71186;0;36,18567;0;0;0,05;0,1523772;0;3,087828;70
Northpower;2017;Distribution cables;Distribution UG XLPE or PVC;km;225,0399;2,77289;13,31006;0,00659956;0,00061807;0;0,01960601;0;3,582885;45
Northpower;2017;Distribution lines;Distribution OH Aerial Cable Conductor;km;0;0;;0;0;0;0;0;;60
Northpower;2017;Distribution lines;Distribution OH Open Wire Conductor;km;3499,036;124,5349;33,18582;0,02;0,01;0,1;0,05;0;3,168421;60
Northpower;2017;Distribution lines;SWER conductor;km;0;0;;0;0;0;0;0;;60
Northpower;2017;Distribution poles;Concrete poles / steel structure;No.;52883;1524,2;30,20303;0,0100454;0,01061294;0,05;0,04689746;0;3,267383;60
Northpower;2017;Distribution poles;Other pole types;No.;2;0,8;42;0,5;0;0,5;0;0;2;60
Northpower;2017;Distribution poles;Wood poles;No.;1467;242,6;25,47989;0,1;0,06;0,1;0,04;0;3,020833;45
Northpower;2017;Distribution substations;Ground Mounted Substation Housing;No.;118;;28,73729;0,12;0,03;0,2;0;0;2,84;
Northpower;2017;Distribution switchgear;3.3/6.6/11/22kV CB (Indoor);No.;0;0;;0;0;0;0;0;;45
Northpower;2017;Distribution switchgear;3.3/6.6/11/22kV CB (pole mounted) - reclosers and sectionalisers;No.;29;0;8,137931;0;0;0;0;0;3,655172;40
Northpower;2017;Distribution switchgear;3.3/6.6/11/22kV RMU;No.;193;0,8;11,52332;0;0;0,03;0,00518135;0;3,59375;40
Northpower;2017;Distribution switchgear;3.3/6.6/11/22kV Switch (ground mounted) - except RMU;No.;30;22;37,76667;0,17;0,17;0,3;0,03;0;2,474227;35
Northpower;2017;Distribution switchgear;3.3/6.6/11/22kV Switches and fuses (pole mounted);No.;8282;1645,1;18,19669;0,12;0,02;0,15;0,05;0;3,2;35
Northpower;2017;Distribution transformers;Ground Mounted Transformer;No.;1367;257,7;24,86686;0,01;0,02;0,15;0;0;3,39;45
Northpower;2017;Distribution transformers;Pole Mounted Transformer;No.;5842;1242,1;26,27285;0,07;0,01;0,25;0,01;0;3,222222;45
Northpower;2017;Distribution transformers;Voltage regulators;No.;10;0,6;17,3;0;0;0,2;0;0;3,6;45
Northpower;2017;LV cables;LV UG Cable;km;681,902;0,1708;18,06717;0;0;0;0,03;0;3,680412;70
Northpower;2017;LV lines;LV OH Conductor;km;1191,767;28,30127;31,68675;0,01;0,01;0,05;0,1;0;3,222222;60
Northpower;2017;Subtransmission cables;Subtransmission UG 110kV+ (Gas Pressurised);km;0;0;;0;0;0;0;0;;70
Northpower;2017;Subtransmission cables;Subtransmission UG 110kV+ (Oil pressurised);km;0;0;;0;0;0;0;0;;70
Northpower;2017;Subtransmission cables;Subtransmission UG 110kV+ (PILC);km;0;0;;0;0;0;0;0;;70
Northpower;2017;Subtransmission cables;Subtransmission UG 110kV+ (XLPE);km;0,11148;0;1,999938;0;0;0;0;0;4;45
Northpower;2017;Subtransmission cables;Subtransmission UG up to 66kV (Gas pressurised);km;0;0;;0;0;0;0;0;;70
Northpower;2017;Subtransmission cables;Subtransmission UG up to 66kV (Oil pressurised);km;8,47084;0;48,20601;0;0;0;0;0;3;70
Northpower;2017;Subtransmission cables;Subtransmission UG up to 66kV (PILC);km;2,96344;0;32,00002;0;0;0;0;0;3;70
Northpower;2017;Subtransmission cables;Subtransmission UG up to 66kV (XLPE);km;10,28125;0,022638;11,32067;0;0;0;0,01;0;3,59596;45
Northpower;2017;Subtransmission cables;Subtransmission submarine cable;km;0,52377;0;21,99992;0;0;0;0;0;3;70
Northpower;2017;Subtransmission lines;Subtransmission OH 110kV+ conductor;km;28,12221;0;41,96835;0;0;0;0;0;3;60
Northpower;2017;Subtransmission lines;Subtransmission OH up to 66kV conductor;km;293,2989;57,66343;45,40648;0;0,24;0;0;0;2,78;60
Northpower;2017;Zone substation switchgear;22/33kV CB (Indoor);No.;30;0;24,06667;0;0;0;0;0;3,333333;45
Northpower;2017;Zone substation switchgear;22/33kV CB (Outdoor);No.;59;3,4;19,9322;0,05;0,03;0,08;0;0;3,06;40
Northpower;2017;Zone substation switchgear;3.3/6.6/11/22kV CB (ground mounted);No.;146;52;24,13014;0,05;0,07;0,27;0;0;3,31;35
Northpower;2017;Zone substation switchgear;3.3/6.6/11/22kV CB (pole mounted);No.;0;0;;0;0;0;0;0;;35
Northpower;2017;Zone substation switchgear;33kV RMU;No.;4;0;16,5;0;0;0;0;0;;40
Northpower;2017;Zone substation switchgear;33kV Switch (Ground Mounted);No.;28;0,3;14,60714;0;0;0;0,04;0;3,333333;35
Northpower;2017;Zone substation switchgear;33kV Switch (Pole Mounted);No.;171;82,3;33,42105;0,06;0,01;0;0,49;0;3,490196;35
Northpower;2017;Zone substation switchgear;50/66/110kV CB (Indoor);No.;0;0;;0;0;0;0;0;;35
Northpower;2017;Zone substation switchgear;50/66/110kV CB (Outdoor);No.;6;0;19,5;0;0;0;0;0;3;40
Northpower;2017;Zone substation transformers;Zone Substation Transformers;No.;40;22,4;37,15;0;0,07;0,07;0;0;3,17;40
Orion NZ;2017;Distribution cables;Distribution Submarine Cable;km;0;0;;0;0;0;0;0;;70
Orion NZ;2017;Distribution cables;Distribution UG PILC;km;1567,041;59,95089;42,49076;0;0;0;0,01007068;0;3,878198;70
Orion NZ;2017;Distribution cables;Distribution UG XLPE or PVC;km;1035,317;0,96316;8,671424;0;0;0;0;0;3,999429;45
Orion NZ;2017;Distribution lines;Distribution OH Aerial Cable Conductor;km;0;0;;0;0;0;0;0;;60
Orion NZ;2017;Distribution lines;Distribution OH Open Wire Conductor;km;3108,497;24,03057;26,98044;0;0;0,09;0,16;0;3,944346;60
Orion NZ;2017;Distribution lines;SWER conductor;km;100,1835;0,8950095;27,31474;0;0;0;0;0;3,925349;60
Orion NZ;2017;Distribution poles;Concrete poles / steel structure;No.;30028;2113;41,75503;0;0;0,00799201;0;0;3,97;60
Orion NZ;2017;Distribution poles;Other pole types;No.;0;0;;0;0;0;0;0;;60
Orion NZ;2017;Distribution poles;Wood poles;No.;60350;9315,1;24,07539;0;0;0,01580924;0,00211451;0;3,787064;45
Orion NZ;2017;Distribution substations;Ground Mounted Substation Housing;No.;4283;;27,34369;0;0;0,011;0;0;3,915483;
Orion NZ;2017;Distribution switchgear;3.3/6.6/11/22kV CB (Indoor);No.;958;248,2;33,0261;0;0,15;0,18549223;0;0;3,360432;45
Orion NZ;2017;Distribution switchgear;3.3/6.6/11/22kV CB (pole mounted) - reclosers and sectionalisers;No.;55;0;14,27273;0;0;0;0;0;3,980392;40
Orion NZ;2017;Distribution switchgear;3.3/6.6/11/22kV RMU;No.;4396;1000,8;24,12375;0;0;0,03030303;0;0;3,823232;40
Orion NZ;2017;Distribution switchgear;3.3/6.6/11/22kV Switch (ground mounted) - except RMU;No.;40;40;46,25;0;0;0,17730496;0;0;3,631579;35
Orion NZ;2017;Distribution switchgear;3.3/6.6/11/22kV Switches and fuses (pole mounted);No.;9350;904,5;16,88898;0;0;0,17730496;0;0;3,814421;35
